sealID,Latitude,Longitude
5,49.2932,-124.0824
5,49.2915,-124.0816
5,49.2914,-124.0816
5,49.2915,-124.0817
5,49.2914,-124.0818
5,49.2915,-124.0817
5,49.2933,-124.0831
5,49.2932,-124.0834
5,49.2933,-124.0832
5,49.2931,-124.0832
5,49.2922,-124.0855
5,49.2922,-124.0854
5,49.2923,-124.0853
5,49.2923,-124.0855
5,49.2923,-124.0853
5,49.2897,-124.0741
5,49.29,-124.0741
5,49.2923,-124.0853
5,49.2923,-124.0855
5,49.2922,-124.0856
5,49.2925,-124.0853
5,49.2923,-124.0855
5,49.2916,-124.0853
5,49.2915,-124.0857
5,49.2932,-124.0825
5,49.2934,-124.0825
5,49.2933,-124.0826
5,49.2935,-124.0829
5,49.2934,-124.0825
5,49.2933,-124.0826
5,49.2932,-124.0824
5,49.2932,-124.0824
5,49.2931,-124.0834
5,49.2931,-124.0833
5,49.2933,-124.0831
5,49.2923,-124.0851
5,49.2953,-124.0884
5,49.2952,-124.0881
5,49.2953,-124.0881
5,49.3707,-124.498
5,49.3709,-124.497
5,49.3777,-124.5357
5,49.3778,-124.5356
5,49.3778,-124.5355
5,49.3781,-124.5379
5,49.3781,-124.5448
5,49.3779,-124.5434
5,49.378,-124.5432
5,49.5136,-124.5704
5,49.5134,-124.5704
5,49.513,-124.5697
5,49.5131,-124.5702
5,49.5134,-124.5704
5,49.5132,-124.5702
5,49.513,-124.5702
5,49.5131,-124.5699
5,49.484,-124.6445
5,49.4841,-124.6449
5,49.484,-124.6463
5,49.484,-124.6463
5,49.4839,-124.6464
5,49.484,-124.6467
5,49.4838,-124.6463
5,49.4839,-124.6463
5,49.4853,-124.6419
5,49.4839,-124.6459
5,49.4839,-124.6462
5,49.4843,-124.6465
5,49.484,-124.6461
5,49.4838,-124.6464
5,49.4843,-124.6463
5,49.4839,-124.6464
5,49.4838,-124.645
5,49.4836,-124.6467
5,49.4842,-124.6451
5,49.484,-124.645
5,49.484,-124.6449
5,49.4839,-124.645
5,49.4843,-124.6467
5,49.4835,-124.6467
5,49.4836,-124.6465
5,49.4836,-124.6466
5,49.4898,-124.6552
5,49.4898,-124.6552
5,49.4899,-124.655
5,49.4899,-124.6554
5,49.49,-124.6553
5,49.4899,-124.6552
5,49.4898,-124.6552
5,49.4898,-124.6552
5,49.4898,-124.6553
5,49.4889,-124.6522
5,49.4842,-124.6452
5,49.4835,-124.6463
5,49.484,-124.6451
5,49.4838,-124.6469
5,49.4837,-124.6469
5,49.4841,-124.6451
5,49.4838,-124.6469
5,49.4835,-124.647
5,49.4835,-124.6468
5,49.4832,-124.6466
5,49.4835,-124.6467
5,49.4836,-124.6466
5,49.4838,-124.6449
5,49.4836,-124.6467
5,49.4836,-124.6468
5,49.4836,-124.6468
5,49.4836,-124.6467
5,49.4835,-124.6466
5,49.484,-124.6464
5,49.484,-124.6461
5,49.4837,-124.6466
5,49.4841,-124.6449
5,49.4839,-124.6448
5,49.4841,-124.6448
5,49.4841,-124.6447
5,49.4839,-124.6452
5,49.4839,-124.6451
5,49.484,-124.6451
5,49.4834,-124.6468
5,49.484,-124.6447
5,49.4839,-124.6448
5,49.4828,-124.6449
5,49.484,-124.6449
5,49.484,-124.6449
5,49.4841,-124.645
5,49.484,-124.6453
5,49.4847,-124.6411
5,49.4841,-124.645
5,49.4837,-124.6462
5,49.4842,-124.6452
5,49.4841,-124.6451
5,49.4842,-124.6449
5,49.4836,-124.6478
5,49.4837,-124.6476
5,49.4835,-124.6477
5,49.4835,-124.6478
5,49.4835,-124.6477
5,49.4837,-124.6462
5,49.4839,-124.6451
5,49.4839,-124.6451
5,49.4839,-124.6449
5,49.4837,-124.6449
5,49.4835,-124.6451
5,49.4839,-124.6451
5,49.4836,-124.6461
5,49.4837,-124.6458
5,49.4837,-124.6462
5,49.4838,-124.6463
5,49.484,-124.6461
5,49.484,-124.6461
5,49.484,-124.646
5,49.4835,-124.647
5,49.4836,-124.6467
5,49.484,-124.6447
5,49.4838,-124.645
5,49.4838,-124.6448
5,49.4839,-124.6449
5,49.4839,-124.6447
5,49.4838,-124.6465
5,49.4839,-124.6462
5,49.484,-124.6462
5,49.4841,-124.6449
5,49.4836,-124.6459
5,49.4838,-124.6449
5,49.484,-124.6449
5,49.4841,-124.6449
5,49.4839,-124.6462
5,49.4837,-124.6455
5,49.4834,-124.6476
5,49.4834,-124.6473
5,49.484,-124.6448
5,49.4841,-124.6458
5,49.4842,-124.6461
5,49.4841,-124.6463
5,49.4839,-124.6452
5,49.4842,-124.6447
5,49.4838,-124.6451
5,49.4837,-124.6448
5,49.4835,-124.6469
5,49.4836,-124.647
5,49.4841,-124.6453
5,49.4839,-124.6444
5,49.4846,-124.6465
5,49.4839,-124.6449
5,49.484,-124.6455
5,49.4839,-124.6462
5,49.4839,-124.6459
5,49.484,-124.6461
5,49.484,-124.6461
5,49.4847,-124.6467
5,49.4842,-124.6459
5,49.4841,-124.6464
5,49.4841,-124.6461
5,49.484,-124.6458
5,49.4841,-124.646
5,49.4841,-124.6449
5,49.4841,-124.6448
5,49.4841,-124.6449
5,49.4839,-124.6444
5,49.4841,-124.6445
5,49.4841,-124.6444
5,49.4841,-124.6449
5,49.4839,-124.6448
5,49.484,-124.6449
5,49.4836,-124.6451
5,49.484,-124.6451
5,49.4841,-124.6451
5,49.4839,-124.6454
5,49.4839,-124.649
5,49.4839,-124.6449
5,49.4837,-124.6456
5,49.4841,-124.6451
5,49.484,-124.6454
5,49.4842,-124.6492
5,49.4838,-124.6452
5,49.4839,-124.6452
5,49.4838,-124.6452
5,49.484,-124.645
5,49.4839,-124.6451
5,49.484,-124.6451
5,49.4837,-124.6452
5,49.4841,-124.6451
5,49.4838,-124.6451
5,49.4838,-124.645
5,49.484,-124.6449
5,49.4836,-124.6449
5,49.4845,-124.6464
5,49.4846,-124.647
5,49.4846,-124.6463
5,49.4846,-124.6472
5,49.4849,-124.6476
5,49.4848,-124.6476
5,49.4848,-124.6477
5,49.4843,-124.6468
5,49.4844,-124.6468
5,49.4842,-124.6461
5,49.4844,-124.6454
5,49.4838,-124.6452
5,49.4838,-124.6451
5,49.4841,-124.6448
5,49.484,-124.6451
5,49.4839,-124.6451
5,49.4841,-124.6452
5,49.4837,-124.6466
5,49.484,-124.6452
5,49.4841,-124.6454
5,49.4842,-124.6454
5,49.4839,-124.6463
5,49.4841,-124.6465
5,49.4841,-124.6451
5,49.4841,-124.6454
5,49.5133,-124.5704
5,49.5132,-124.5702
5,49.5134,-124.5703
5,49.5135,-124.5702
5,49.5133,-124.5701
5,49.5134,-124.5701
5,49.5134,-124.5702
5,49.5132,-124.5698
5,49.5132,-124.5695
5,49.5134,-124.5698
5,49.7511,-124.2801
5,49.7507,-124.28
5,49.7505,-124.28
5,49.7501,-124.2798
5,49.7503,-124.2797
5,49.7502,-124.2798
5,49.7502,-124.2798
5,49.7502,-124.2799
5,49.7501,-124.2788
5,49.7505,-124.2794
5,49.7505,-124.2795
5,49.7503,-124.2793
5,49.7504,-124.2794
5,49.7504,-124.2795
5,49.744,-124.2925
5,49.8147,-124.6594
5,49.8142,-124.6595
5,49.8145,-124.6591
5,49.8142,-124.6596
5,49.8143,-124.6596
5,49.814,-124.6595
5,49.8138,-124.6591
5,49.8143,-124.6595
5,49.8137,-124.6589
5,49.8136,-124.6591
5,49.8138,-124.6588
5,49.8141,-124.6591
5,49.8141,-124.6595
5,49.8455,-124.6507
5,49.814,-124.6592
5,49.8133,-124.6597
5,49.8138,-124.6591
5,49.8146,-124.6596
5,49.8146,-124.6596
5,49.8145,-124.6596
5,49.8143,-124.6597
5,49.8146,-124.6595
5,49.8142,-124.6592
5,49.8137,-124.6592
5,49.8146,-124.6598
5,49.8145,-124.6595
5,49.8145,-124.6596
5,49.8138,-124.659
5,49.8139,-124.6593
5,49.8143,-124.6593
5,49.8147,-124.6595
5,49.8144,-124.6593
5,49.8141,-124.659
5,49.8137,-124.6598
5,49.8139,-124.6596
5,49.8138,-124.6602
5,49.814,-124.6586
5,49.8136,-124.6582
5,49.814,-124.6585
5,49.8132,-124.6595
5,49.8139,-124.6589
5,49.8138,-124.6592
5,49.8146,-124.6594
5,49.8144,-124.6596
5,49.8144,-124.6598
5,49.8145,-124.6595
5,49.8141,-124.6591
5,49.8142,-124.6588
5,49.8145,-124.6595
5,49.8144,-124.6592
5,49.8144,-124.6592
5,49.8138,-124.6592
5,49.8137,-124.6605
5,49.8144,-124.6602
5,49.8145,-124.6599
5,49.8146,-124.6595
5,49.8145,-124.6595
5,49.8136,-124.6585
5,49.8136,-124.6584
5,49.8138,-124.6582
5,49.8135,-124.6581
5,49.8142,-124.6605
5,49.8147,-124.6588
5,49.8143,-124.6595
5,49.8143,-124.6597
5,49.8143,-124.6595
5,49.8142,-124.6597
5,49.8148,-124.6596
5,49.8135,-124.66
5,49.8144,-124.6596
5,49.8147,-124.6599
5,49.814,-124.6603
5,49.8141,-124.66
5,49.8143,-124.6596
5,49.8135,-124.6603
5,49.8141,-124.6603
5,49.8146,-124.6599
5,49.814,-124.6602
5,49.8144,-124.6593
5,49.8144,-124.6595
5,49.8135,-124.6607
5,49.8133,-124.6603
5,49.8132,-124.6606
5,49.8136,-124.6596
5,49.814,-124.6596
5,49.8138,-124.6593
5,49.8139,-124.6595
5,49.8141,-124.6591
5,49.8143,-124.6589
5,49.8138,-124.6593
5,49.8141,-124.6591
5,49.8132,-124.6599
5,49.8135,-124.6604
5,49.8145,-124.66
5,49.8142,-124.6592
5,49.8141,-124.6592
5,49.8145,-124.66
5,49.8146,-124.6599
5,49.8139,-124.6605
5,49.8142,-124.6597
5,49.8132,-124.6593
5,49.8137,-124.6593
5,49.8139,-124.6596
5,49.8139,-124.6594
5,49.8144,-124.6595
5,49.8143,-124.6593
5,49.8144,-124.6592
5,49.8138,-124.659
5,49.8146,-124.6595
5,49.8149,-124.6596
5,49.8141,-124.6614
5,49.8148,-124.6595
5,49.8149,-124.6596
5,49.8134,-124.6594
5,49.813,-124.6594
5,49.8134,-124.6595
5,49.8148,-124.6598
5,49.8139,-124.6589
5,49.8138,-124.6586
5,49.8137,-124.6584
5,49.8138,-124.6587
5,49.8138,-124.6584
5,49.8144,-124.6594
5,49.8139,-124.6589
5,49.8144,-124.6595
5,49.8144,-124.6595
5,49.8134,-124.6599
5,49.8139,-124.6591
5,49.8138,-124.6593
5,49.8138,-124.6594
5,49.814,-124.6594
5,49.8139,-124.6597
5,49.814,-124.6597
5,49.814,-124.6596
5,49.814,-124.6593
5,49.8142,-124.6592
5,49.8145,-124.6594
5,49.8144,-124.6592
5,49.8144,-124.6592
5,49.8143,-124.6595
5,49.8142,-124.6594
5,49.8135,-124.6602
5,49.5132,-124.5697
5,49.5137,-124.5699
5,49.5175,-124.5586
5,49.5137,-124.5691
5,49.5137,-124.5697
5,49.5135,-124.57
5,49.5139,-124.5701
5,49.5138,-124.5699
5,49.5136,-124.5698
5,49.4862,-124.4344
5,49.4863,-124.4343
5,49.4872,-124.4374
5,49.4865,-124.4346
5,49.4859,-124.4349
5,49.4865,-124.4348
5,49.4861,-124.4345
5,49.486,-124.4343
5,49.4863,-124.4345
5,49.3779,-124.5357
5,49.378,-124.5356
5,49.3779,-124.5358
5,49.3778,-124.5355
5,49.3747,-124.5321
5,49.3748,-124.531
5,49.3753,-124.533
5,49.3776,-124.5349
5,49.3745,-124.5302
5,49.3754,-124.5306
5,49.3764,-124.5334
5,49.377,-124.5343
5,49.3747,-124.5298
5,49.5307,-124.3824
5,49.5309,-124.3822
5,49.4863,-124.4344
5,49.4861,-124.4349
5,49.4868,-124.4349
5,49.4864,-124.4346
5,49.4863,-124.4345
5,49.8145,-124.6597
5,49.8143,-124.6599
5,49.8142,-124.6597
5,49.8143,-124.6592
5,49.8138,-124.6591
5,49.8137,-124.6586
5,49.8135,-124.659
5,49.814,-124.6587
5,49.8138,-124.6586
5,49.8138,-124.6584
5,49.8139,-124.6584
5,49.8141,-124.6587
5,49.8138,-124.659
5,49.8138,-124.6591
5,49.8145,-124.6595
5,49.8144,-124.6598
5,49.8146,-124.66
5,49.8146,-124.6599
5,49.8144,-124.66
5,49.8145,-124.66
5,49.8138,-124.6592
5,49.814,-124.6592
5,49.8141,-124.6586
5,49.8142,-124.6592
5,49.8143,-124.6591
5,49.8124,-124.6628
5,49.8141,-124.6592
5,49.8143,-124.6593
5,49.8143,-124.6592
5,49.8143,-124.6596
5,49.815,-124.6593
5,49.8142,-124.6596
5,49.8136,-124.6591
5,49.814,-124.6601
5,49.814,-124.6591
5,49.8142,-124.6591
5,49.8142,-124.6594
5,49.8144,-124.6593
5,49.8144,-124.6593
5,49.8144,-124.6594
5,49.8139,-124.6593
5,49.8143,-124.6595
17,49.3991,-124.6065
17,49.3988,-124.6066
17,49.3956,-124.6007
17,49.3952,-124.601
17,49.3957,-124.6024
17,49.3958,-124.6021
17,49.3961,-124.602
17,49.3961,-124.6021
17,49.3951,-124.6008
17,49.3949,-124.6017
17,49.395,-124.6028
17,49.3953,-124.6025
17,49.4,-124.6055
17,49.3988,-124.6084
17,49.4002,-124.6053
17,49.3997,-124.6054
17,49.3995,-124.6051
17,49.3994,-124.6052
17,49.3991,-124.6048
17,49.3994,-124.605
17,49.3999,-124.6048
17,49.3994,-124.6051
17,49.3995,-124.6053
17,49.3995,-124.6053
17,49.3995,-124.6053
17,49.3996,-124.6052
17,49.3996,-124.6053
17,49.3995,-124.6055
17,49.3989,-124.6087
17,49.3995,-124.6054
17,49.3779,-124.5428
17,49.3783,-124.5424
17,49.378,-124.5424
17,49.3783,-124.5427
17,49.3781,-124.5428
17,49.3781,-124.5432
17,49.3777,-124.5431
17,49.3772,-124.5431
17,49.3772,-124.5433
17,49.3775,-124.5432
17,49.3771,-124.543
17,49.3816,-124.5449
17,49.3816,-124.5464
17,49.3818,-124.5479
17,49.4115,-124.5452
17,49.3992,-124.6082
17,49.3994,-124.6052
17,49.3992,-124.6083
17,49.3991,-124.6083
17,49.3991,-124.6082
17,49.3986,-124.609
17,49.3988,-124.6082
17,49.3994,-124.6059
17,49.3994,-124.6056
17,49.3986,-124.6089
17,49.4002,-124.6073
17,49.3994,-124.6053
17,49.3995,-124.6055
17,49.3995,-124.6054
17,49.3994,-124.6054
17,49.3987,-124.6084
17,49.3987,-124.6086
17,49.3987,-124.6086
17,49.3985,-124.6087
17,49.3985,-124.6087
17,49.3987,-124.6077
17,49.3986,-124.6086
17,49.3995,-124.6053
17,49.3995,-124.6053
17,49.3995,-124.6055
17,49.3989,-124.6045
17,49.3989,-124.6046
17,49.3991,-124.6087
17,49.3991,-124.6084
17,49.3989,-124.6086
17,49.3986,-124.6085
17,49.3991,-124.6062
17,49.3995,-124.6057
17,49.402,-124.61
17,49.3993,-124.6069
17,49.3985,-124.6088
17,49.3985,-124.6088
17,49.3987,-124.6086
17,49.398,-124.6092
17,49.3993,-124.6083
17,49.3995,-124.6055
17,49.3994,-124.6054
17,49.3957,-124.6012
17,49.3979,-124.6033
17,49.399,-124.604
17,49.3989,-124.6041
17,49.3988,-124.6044
17,49.3987,-124.6044
17,49.3987,-124.6045
17,49.3988,-124.6044
17,49.3995,-124.6051
17,49.3996,-124.6051
17,49.3996,-124.6055
17,49.3996,-124.6053
17,49.3994,-124.606
17,49.3996,-124.6087
17,49.3989,-124.6058
17,49.3988,-124.606
17,49.3989,-124.6056
17,49.3938,-124.5683
17,49.3986,-124.6086
17,49.3994,-124.6062
17,49.3996,-124.6053
17,49.3993,-124.6054
17,49.3993,-124.6051
17,49.3995,-124.6052
17,49.3997,-124.6056
17,49.3986,-124.6086
17,49.3984,-124.609
17,49.3987,-124.6086
17,49.3988,-124.6084
17,49.3985,-124.609
17,49.3782,-124.5424
17,49.3785,-124.5426
17,49.3782,-124.5423
17,49.378,-124.5428
17,49.378,-124.5429
17,49.3776,-124.5428
17,49.3774,-124.5429
17,49.378,-124.5468
17,49.3779,-124.5464
17,49.378,-124.5468
17,49.3791,-124.5549
17,49.3858,-124.5841
17,49.3993,-124.6069
17,49.3994,-124.6067
17,49.3981,-124.605
17,49.399,-124.6061
17,49.3991,-124.6077
17,49.3989,-124.6056
17,49.3984,-124.6087
17,49.3994,-124.6054
17,49.3993,-124.6056
17,49.3994,-124.6054
17,49.3994,-124.6054
17,49.3994,-124.6053
17,49.3988,-124.6045
17,49.3989,-124.6043
17,49.3965,-124.6014
17,49.3965,-124.6016
17,49.3965,-124.6015
17,49.4,-124.605
17,49.3998,-124.6051
17,49.3994,-124.6048
17,49.4001,-124.6057
17,49.4005,-124.6062
17,49.4003,-124.6072
17,49.3997,-124.6053
17,49.3988,-124.6057
17,49.3993,-124.6064
17,49.399,-124.6057
17,49.3988,-124.6053
17,49.4027,-124.6032
17,49.4033,-124.6099
17,49.399,-124.6079
17,49.3993,-124.6058
17,49.3986,-124.6087
17,49.3983,-124.6081
17,49.3987,-124.6085
17,49.3993,-124.6055
17,49.3994,-124.6056
17,49.3995,-124.6054
17,49.3995,-124.6056
17,49.3994,-124.6057
17,49.3996,-124.6054
17,49.3997,-124.6055
17,49.3993,-124.6057
17,49.399,-124.6049
17,49.3989,-124.605
17,49.3988,-124.6046
17,49.399,-124.6047
17,49.3988,-124.6041
17,49.3988,-124.6042
17,49.3988,-124.6041
17,49.3988,-124.6041
17,49.3988,-124.6039
17,49.3988,-124.604
17,49.4018,-124.6067
17,49.4035,-124.6125
17,49.4012,-124.6061
17,49.4072,-124.6022
17,49.3996,-124.6054
17,49.3999,-124.607
17,49.4007,-124.6059
17,49.3998,-124.6056
17,49.4006,-124.6069
17,49.4018,-124.6077
17,49.4232,-124.5886
17,49.3994,-124.6052
17,49.3985,-124.6087
17,49.3984,-124.6092
17,49.3984,-124.6087
17,49.3985,-124.6086
17,49.3988,-124.6087
17,49.3992,-124.6054
17,49.3996,-124.6052
17,49.3995,-124.6054
17,49.3996,-124.6054
17,49.3994,-124.6053
17,49.3997,-124.6053
17,49.3986,-124.6044
17,49.4009,-124.6054
17,49.4003,-124.6051
17,49.4006,-124.6053
17,49.4003,-124.6051
17,49.4002,-124.6055
17,49.4003,-124.6052
17,49.4005,-124.6055
17,49.3998,-124.6054
17,49.3994,-124.6068
17,49.3986,-124.6087
17,49.4022,-124.6096
17,49.3989,-124.6079
17,49.3984,-124.609
17,49.3982,-124.6107
17,49.3997,-124.6082
17,49.3984,-124.6084
17,49.3992,-124.6053
17,49.3992,-124.6054
17,49.3992,-124.6053
17,49.4013,-124.6068
17,49.4001,-124.6049
17,49.3997,-124.6053
17,49.3987,-124.6085
17,49.3986,-124.6086
17,49.3984,-124.6093
17,49.3984,-124.6093
17,49.3984,-124.6087
17,49.3984,-124.6089
17,49.3991,-124.608
17,49.3993,-124.6053
17,49.3993,-124.6053
17,49.3994,-124.6054
17,49.3994,-124.6052
17,49.4003,-124.6058
17,49.4004,-124.6056
17,49.4005,-124.6057
17,49.4003,-124.6055
17,49.4004,-124.6056
17,49.4002,-124.6058
17,49.3996,-124.6069
17,49.3995,-124.6056
17,49.3996,-124.6066
17,49.3986,-124.6085
17,49.3984,-124.6086
17,49.3984,-124.6088
17,49.3984,-124.6087
17,49.3984,-124.6085
17,49.3986,-124.6087
17,49.3987,-124.6089
17,49.3993,-124.6079
17,49.3994,-124.6054
17,49.3995,-124.6055
17,49.3995,-124.6055
17,49.3995,-124.6055
17,49.3996,-124.6054
17,49.3995,-124.6051
17,49.3994,-124.6052
17,49.3993,-124.6056
17,49.3996,-124.6051
17,49.3996,-124.6051
17,49.3995,-124.6055
17,49.3994,-124.6053
17,49.3997,-124.6052
17,49.3986,-124.6087
17,49.3985,-124.6088
17,49.3983,-124.6091
17,49.3985,-124.6088
17,49.3983,-124.6096
17,49.3998,-124.6057
17,49.3991,-124.6082
17,49.3993,-124.6077
17,49.3992,-124.6073
17,49.3995,-124.605
17,49.3992,-124.6052
17,49.3995,-124.6052
17,49.3997,-124.6054
17,49.4011,-124.6067
17,49.4012,-124.6074
17,49.4011,-124.6072
17,49.4008,-124.6064
17,49.3994,-124.6066
17,49.3996,-124.6054
17,49.3999,-124.6064
17,49.4001,-124.6049
17,49.3995,-124.6053
17,49.3996,-124.6053
17,49.3995,-124.6051
17,49.3995,-124.6054
17,49.3996,-124.6053
17,49.3995,-124.6053
17,49.3994,-124.6077
17,49.3986,-124.6086
17,49.3984,-124.6086
17,49.3983,-124.6087
17,49.3997,-124.6073
17,49.4004,-124.6063
17,49.3993,-124.6053
17,49.3999,-124.6053
17,49.3991,-124.6053
17,49.3996,-124.6055
17,49.3997,-124.6078
17,49.3992,-124.6081
17,49.4004,-124.6072
17,49.4005,-124.6073
17,49.4006,-124.6075
17,49.4005,-124.6074
17,49.3995,-124.6055
17,49.3996,-124.6056
17,49.3996,-124.6052
17,49.3995,-124.6053
17,49.3994,-124.6056
17,49.3998,-124.6065
17,49.4002,-124.6063
17,49.3997,-124.6051
17,49.3997,-124.6053
17,49.3992,-124.6057
17,49.3992,-124.6058
17,49.3985,-124.6087
17,49.3986,-124.6085
17,49.3982,-124.6096
17,49.3992,-124.6084
17,49.3985,-124.6094
17,49.399,-124.6057
17,49.3993,-124.6059
17,49.3993,-124.6053
17,49.3995,-124.6055
