area_name,area_type,data_layer,uncertainty_score,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,tonnes,landed_value
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Miscellaneous aquatic invertebrates","Aquatic invertebrates","Other demersal invertebrates","Other fishes & inverts","China",Industrial,Landings,Reported,26.0774184964,38229.4955157886
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Mollusca","Clams, seasnails, squids, octopuses","Cephalopods","Molluscs","China",Industrial,Landings,Reported,271.5936817278,398156.337412899
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Mollusca","Clams, seasnails, squids, octopuses","Cephalopods","Molluscs","Taiwan",Industrial,Landings,Reported,63.9250685332,93714.1504696561
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Mollusca","Clams, seasnails, squids, octopuses","Cephalopods","Molluscs","Taiwan",Industrial,Landings,Unreported,21.2488356273,31150.7930295917
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Mollusca","Clams, seasnails, squids, octopuses","Cephalopods","Molluscs","Hong Kong",Industrial,Landings,Reported,80.3008728672,117721.079623317
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Mollusca","Clams, seasnails, squids, octopuses","Cephalopods","Molluscs","Hong Kong",Industrial,Landings,Unreported,128.8159835519,188844.231887095
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Chondrichtyes","Sharks, rays, chimaeras","Large sharks (>=90 cm)","Sharks & rays","Taiwan",Industrial,Landings,Reported,346.1976042053,507525.687764904
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Chondrichtyes","Sharks, rays, chimaeras","Large sharks (>=90 cm)","Sharks & rays","Taiwan",Industrial,Landings,Unreported,115.0768572494,168702.672727645
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Cephalopoda","Squids, cuttlefishes, octopuses","Cephalopods","Other fishes & inverts","Hong Kong",Industrial,Landings,Reported,335.2352944643,491454.941684718
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Cephalopoda","Squids, cuttlefishes, octopuses","Cephalopods","Other fishes & inverts","Hong Kong",Industrial,Landings,Unreported,537.7732848699,788375.635619236
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Pteriomorphia","Clams, cockles, arkshells","Cephalopods","Molluscs","Taiwan",Industrial,Landings,Reported,3.1704501838,4647.87996949871
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Pteriomorphia","Clams, cockles, arkshells","Cephalopods","Molluscs","Taiwan",Industrial,Landings,Unreported,1.0538647258,1544.9656880592
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Rajiformes","Skates and rays","Large rays (>=90 cm)","Sharks & rays","Korea (South)",Industrial,Landings,Reported,31.0968996977,45588.0549567577
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Clupeiformes","Herrings, shads, anchovies","Small pelagics (<30 cm)","Other fishes & inverts","Taiwan",Industrial,Landings,Reported,10.4227861290,15279.8044651592
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Clupeiformes","Herrings, shads, anchovies","Small pelagics (<30 cm)","Other fishes & inverts","Taiwan",Industrial,Landings,Unreported,3.4645573999,5079.0411482176
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Korea (South)",Industrial,Landings,Reported,44.9951494930,65962.8891566771
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Russian Federation",Industrial,Landings,Reported,20006.8700000000,29330071.42
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Teuthida","Squids","Cephalopods","Other fishes & inverts","China",Industrial,Landings,Reported,35.0000000000,51310
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Taiwan",Industrial,Discards,Unreported,16.8549808257,24709.4018905086
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Japan",Industrial,Landings,Reported,9324.0000000000,13668984
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Korea (South)",Industrial,Landings,Reported,374.2517011404,548652.993871819
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Poland",Industrial,Landings,Reported,1.0000000000,1466
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,12.8100000000,18779.46
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Russian Federation",Industrial,Landings,Unreported,12.1900000000,17870.54
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Octopoda","Octopuses, argonauts","Cephalopods","Other fishes & inverts","Korea (South)",Industrial,Landings,Reported,48.8741529343,71649.5082017349
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Decapoda","Crabs, lobsters, shrimps","Lobsters, crabs","Crustaceans","Taiwan",Industrial,Discards,Unreported,21.1364027913,30985.9664919883
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Decapoda","Crabs, lobsters, shrimps","Lobsters, crabs","Crustaceans","Taiwan",Industrial,Landings,Reported,1064.7363198694,1560903.44492853
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Decapoda","Crabs, lobsters, shrimps","Lobsters, crabs","Crustaceans","Taiwan",Industrial,Landings,Unreported,353.9207319875,518847.793093742
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Decapoda","Crabs, lobsters, shrimps","Lobsters, crabs","Crustaceans","Hong Kong",Industrial,Landings,Reported,486.0322882788,712523.334616689
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Decapoda","Crabs, lobsters, shrimps","Lobsters, crabs","Crustaceans","Hong Kong",Industrial,Landings,Unreported,779.6767959676,1143006.18288844
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Carangidae","Jacks, pompanos","Medium pelagics (30 - 89 cm)","Perch-likes","Taiwan",Industrial,Landings,Reported,240.4294297873,352469.54406819
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Carangidae","Jacks, pompanos","Medium pelagics (30 - 89 cm)","Perch-likes","Taiwan",Industrial,Landings,Unreported,79.9192797411,117161.66410048
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Carangidae","Jacks, pompanos","Medium pelagics (30 - 89 cm)","Perch-likes","Hong Kong",Industrial,Landings,Reported,495.1823952128,725937.39138194
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Carangidae","Jacks, pompanos","Medium pelagics (30 - 89 cm)","Perch-likes","Hong Kong",Industrial,Landings,Unreported,794.3550923205,1164524.56534186
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Scombridae","Mackerels, tunas, bonitos","Large pelagics (>=90 cm)","Perch-likes","Taiwan",Industrial,Landings,Reported,0.6779514537,993.876831182489
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Scombridae","Mackerels, tunas, bonitos","Large pelagics (>=90 cm)","Perch-likes","Taiwan",Industrial,Landings,Unreported,0.2253525782,330.366879643496
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Pleuronectidae","Righteye flounders","Small to medium flatfishes (<90 cm)","Flatfishes","China",Industrial,Landings,Reported,36.0400000000,52834.64
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Pleuronectidae","Righteye flounders","Small to medium flatfishes (<90 cm)","Flatfishes","Japan",Industrial,Landings,Reported,60335.5800000000,88451960.28
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Pleuronectidae","Righteye flounders","Small to medium flatfishes (<90 cm)","Flatfishes","Korea (South)",Industrial,Landings,Reported,459.7700000000,674022.82
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Pleuronectidae","Righteye flounders","Small to medium flatfishes (<90 cm)","Flatfishes","Poland",Industrial,Landings,Reported,13.0000000000,19058
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Ommastrephidae","Arrow squids","Cephalopods","Other fishes & inverts","Taiwan",Industrial,Discards,Unreported,1252.6615296459,1836401.80246087
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Brachyura","Marine crabs","Lobsters, crabs","Crustaceans","Taiwan",Industrial,Landings,Reported,2026.2260020199,2970447.31896115
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Brachyura","Marine crabs","Lobsters, crabs","Crustaceans","Taiwan",Industrial,Landings,Unreported,673.5220509946,987383.326758086
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Brachyura","Marine crabs","Lobsters, crabs","Crustaceans","Korea (South)",Industrial,Landings,Reported,7161.5923335258,10498894.3609489
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Isurus","Mako sharks","Large sharks (>=90 cm)","Sharks & rays","Taiwan",Industrial,Discards,Unreported,0.0171927725,25.204604497822
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Isurus","Mako sharks","Large sharks (>=90 cm)","Sharks & rays","Hong Kong",Industrial,Landings,Reported,0.0084079094,12.3259952304305
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Isurus","Mako sharks","Large sharks (>=90 cm)","Sharks & rays","Hong Kong",Industrial,Landings,Unreported,0.0134876881,19.7729506821488
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Sebastes","Redfishes","Large reef assoc. fish (>=90 cm)","Scorpionfishes","Japan",Industrial,Landings,Reported,1277.0000000000,1872082
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Sebastes","Redfishes","Large reef assoc. fish (>=90 cm)","Scorpionfishes","Korea (South)",Industrial,Landings,Reported,609.0000000000,892794
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Sebastes","Redfishes","Large reef assoc. fish (>=90 cm)","Scorpionfishes","Poland",Industrial,Landings,Reported,9.0000000000,13194
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Oncorhynchus","Salmons, trouts","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Japan",Industrial,Landings,Reported,52.5605240534,77053.7282623174
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Oncorhynchus","Salmons, trouts","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Korea (South)",Industrial,Landings,Reported,27.6975371426,40604.5894511243
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Oncorhynchus","Salmons, trouts","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Poland",Industrial,Landings,Reported,1.0056546430,1474.28970661242
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Oncorhynchus","Salmons, trouts","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Russian Federation",Industrial,Landings,Unreported,49.7362841609,72913.392579946
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Chionoecetes","Tanner, snow crabs","Lobsters, crabs","Crustaceans","Japan",Industrial,Landings,Reported,14967.6171552424,21942526.7495854
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Chionoecetes","Tanner, snow crabs","Lobsters, crabs","Crustaceans","Korea (South)",Industrial,Landings,Reported,2.9600421374,4339.42177340264
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Chionoecetes","Tanner, snow crabs","Lobsters, crabs","Crustaceans","Poland",Industrial,Landings,Reported,0.1074745420,157.557678569266
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Chionoecetes","Tanner, snow crabs","Lobsters, crabs","Crustaceans","Russian Federation",Industrial,Landings,Unreported,5.3153280783,7792.27096274233
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Strongylocentrotus","Sickle-arched sea urchins","Other demersal invertebrates","Other fishes & inverts","Taiwan",Industrial,Landings,Reported,2.8159700623,4128.21211138874
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Strongylocentrotus","Sickle-arched sea urchins","Other demersal invertebrates","Other fishes & inverts","Taiwan",Industrial,Landings,Unreported,0.9360347413,1372.22693081593
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Cololabis saira","Pacific saury","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Discards,Unreported,1100.4529869920,1613264.07893027
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Gadus macrocephalus","Pacific cod","Large demersals (>=90 cm)","Cod-likes","China",Industrial,Landings,Reported,37.1000000000,54388.6
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Gadus macrocephalus","Pacific cod","Large demersals (>=90 cm)","Cod-likes","Japan",Industrial,Landings,Reported,32703.9500000000,47943990.7
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Gadus macrocephalus","Pacific cod","Large demersals (>=90 cm)","Cod-likes","Korea (South)",Industrial,Landings,Reported,2960.4360747119,4339999.28552757
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Gadus macrocephalus","Pacific cod","Large demersals (>=90 cm)","Cod-likes","Poland",Industrial,Landings,Reported,14.0000000000,20524
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Gadus macrocephalus","Pacific cod","Large demersals (>=90 cm)","Cod-likes","Russian Federation",Industrial,Landings,Reported,1438.8000000000,2109280.8
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Theragra chalcogramma","Alaska pollock","Medium benthopelagics (30 - 89 cm)","Cod-likes","China",Industrial,Landings,Reported,3040.0000000000,4456640
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Theragra chalcogramma","Alaska pollock","Medium benthopelagics (30 - 89 cm)","Cod-likes","Japan",Industrial,Landings,Reported,847400.0000000000,1242288400
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Theragra chalcogramma","Alaska pollock","Medium benthopelagics (30 - 89 cm)","Cod-likes","Korea (South)",Industrial,Landings,Reported,120831.5609265058,177139068.318258
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Theragra chalcogramma","Alaska pollock","Medium benthopelagics (30 - 89 cm)","Cod-likes","Poland",Industrial,Landings,Reported,1227.0000000000,1798782
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Theragra chalcogramma","Alaska pollock","Medium benthopelagics (30 - 89 cm)","Cod-likes","Russian Federation",Industrial,Landings,Reported,94239.5800000000,138155224.28
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Theragra chalcogramma","Alaska pollock","Medium benthopelagics (30 - 89 cm)","Cod-likes","Russian Federation",Industrial,Landings,Unreported,40494.4200000000,59364819.72
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Sebastes alutus","Pacific ocean perch","Medium demersals (30 - 89 cm)","Scorpionfishes","China",Industrial,Landings,Reported,3.7100000000,5438.86
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Sebastes alutus","Pacific ocean perch","Medium demersals (30 - 89 cm)","Scorpionfishes","Japan",Industrial,Landings,Reported,8139.2800000000,11932184.48
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Sebastes alutus","Pacific ocean perch","Medium demersals (30 - 89 cm)","Scorpionfishes","Korea (South)",Industrial,Landings,Reported,3309.2300000000,4851331.18
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Sebastes alutus","Pacific ocean perch","Medium demersals (30 - 89 cm)","Scorpionfishes","Poland",Industrial,Landings,Reported,4.0000000000,5864
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Sebastes alutus","Pacific ocean perch","Medium demersals (30 - 89 cm)","Scorpionfishes","Russian Federation",Industrial,Landings,Reported,662.0000000000,970492
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Sebastes alutus","Pacific ocean perch","Medium demersals (30 - 89 cm)","Scorpionfishes","Russian Federation",Industrial,Landings,Unreported,39.2600000000,57555.16
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Anoplopoma fimbria","Sablefish","Large bathydemersals (>=90 cm)","Scorpionfishes","China",Industrial,Landings,Reported,2.6500000000,3884.9
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Anoplopoma fimbria","Sablefish","Large bathydemersals (>=90 cm)","Scorpionfishes","Japan",Industrial,Landings,Reported,7414.6500000000,10869876.9
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Anoplopoma fimbria","Sablefish","Large bathydemersals (>=90 cm)","Scorpionfishes","Korea (South)",Industrial,Landings,Reported,773.6500000000,1134170.9
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Anoplopoma fimbria","Sablefish","Large bathydemersals (>=90 cm)","Scorpionfishes","Russian Federation",Industrial,Landings,Reported,6.0000000000,8795.99999999999
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Hippoglossus stenolepis","Pacific halibut","Large flatfishes (>=90 cm)","Flatfishes","Japan",Industrial,Landings,Reported,517.1795076707,758185.158245245
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Hippoglossus stenolepis","Pacific halibut","Large flatfishes (>=90 cm)","Flatfishes","Korea (South)",Industrial,Landings,Reported,272.5353082204,399536.761851139
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Hippoglossus stenolepis","Pacific halibut","Large flatfishes (>=90 cm)","Flatfishes","Poland",Industrial,Landings,Reported,9.8953346168,14506.5605482703
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Hippoglossus stenolepis","Pacific halibut","Large flatfishes (>=90 cm)","Flatfishes","Russian Federation",Industrial,Landings,Unreported,489.3898494921,717445.519355347
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Limanda aspera","Yellowfin sole","Small to medium flatfishes (<90 cm)","Flatfishes","China",Industrial,Landings,Reported,0.5300000000,776.98
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Limanda aspera","Yellowfin sole","Small to medium flatfishes (<90 cm)","Flatfishes","Japan",Industrial,Landings,Reported,31660.6100000000,46414454.26
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Limanda aspera","Yellowfin sole","Small to medium flatfishes (<90 cm)","Flatfishes","Korea (South)",Industrial,Landings,Reported,34.9800000000,51280.68
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Limanda aspera","Yellowfin sole","Small to medium flatfishes (<90 cm)","Flatfishes","Russian Federation",Industrial,Landings,Reported,26781.9600000000,39262353.36
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Mugil cephalus","Flathead grey mullet","Large benthopelagics (>=90 cm)","Perch-likes","Taiwan",Industrial,Landings,Reported,23.9051614044,35044.9666187983
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Mugil cephalus","Flathead grey mullet","Large benthopelagics (>=90 cm)","Perch-likes","Taiwan",Industrial,Landings,Unreported,7.9461290712,11649.0252183284
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Clupea pallasii pallasii","Pacific herring","Medium pelagics (30 - 89 cm)","Herring-likes","China",Industrial,Landings,Reported,633.4609752254,928653.789680472
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Clupea pallasii pallasii","Pacific herring","Medium pelagics (30 - 89 cm)","Herring-likes","Japan",Industrial,Landings,Reported,2580.0000000000,3782280
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Clupea pallasii pallasii","Pacific herring","Medium pelagics (30 - 89 cm)","Herring-likes","Korea (South)",Industrial,Landings,Reported,20.4772796573,30019.6919776669
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Clupea pallasii pallasii","Pacific herring","Medium pelagics (30 - 89 cm)","Herring-likes","Russian Federation",Industrial,Landings,Reported,2852.2000000000,4181325.2
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Clupea pallasii pallasii","Pacific herring","Medium pelagics (30 - 89 cm)","Herring-likes","Russian Federation",Industrial,Landings,Unreported,3207.8000000000,4702634.8
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Pleurogrammus monopterygius","Atka mackerel","Medium demersals (30 - 89 cm)","Scorpionfishes","Japan",Industrial,Landings,Reported,1947.4300000000,2854932.38
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Pleurogrammus monopterygius","Atka mackerel","Medium demersals (30 - 89 cm)","Scorpionfishes","Korea (South)",Industrial,Landings,Reported,260.4341978546,381796.534054817
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Pleurogrammus monopterygius","Atka mackerel","Medium demersals (30 - 89 cm)","Scorpionfishes","Russian Federation",Industrial,Landings,Reported,26031.0000000000,38161446
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Pleurogrammus monopterygius","Atka mackerel","Medium demersals (30 - 89 cm)","Scorpionfishes","Russian Federation",Industrial,Landings,Unreported,4347.6600000000,6373669.56
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Todarodes pacificus","Japanese flying squid","Cephalopods","Other fishes & inverts","Taiwan",Industrial,Landings,Reported,1.1744994333,1721.81616925737
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Todarodes pacificus","Japanese flying squid","Cephalopods","Other fishes & inverts","Taiwan",Industrial,Landings,Unreported,0.3904062361,572.335542185807
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Crassostrea gigas","Pacific cupped oyster","Other demersal invertebrates","Molluscs","Taiwan",Industrial,Landings,Reported,1.0791060733,1581.96950352589
"USA (Alaska, Subarctic)",eez,Inferred foreign catch,,1978,"Crassostrea gigas","Pacific cupped oyster","Other demersal invertebrates","Molluscs","Taiwan",Industrial,Landings,Unreported,0.3586972702,525.850198105675
"USA (Alaska, Subarctic)",eez,Assigned Tuna RFMO catch,,1978,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Chile",Industrial,Landings,Reported,0.7495002318,1098.76733987425
"USA (Alaska, Subarctic)",eez,Assigned Tuna RFMO catch,,1978,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Peru",Industrial,Landings,Reported,24.4333372955,35819.2724751326
"USA (Alaska, Subarctic)",eez,Assigned Tuna RFMO catch,,1978,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","USA",Industrial,Landings,Reported,534.0228528729,782877.502311646
"USA (Alaska, Subarctic)",eez,Assigned Tuna RFMO catch,,1978,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Peru",Industrial,Landings,Reported,11.7395902916,17210.2393675497
"USA (Alaska, Subarctic)",eez,Assigned Tuna RFMO catch,,1978,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","USA",Industrial,Landings,Reported,0.1524622116,223.509602175969
"USA (Alaska, Subarctic)",eez,Assigned Tuna RFMO catch,,1978,"Scombridae","Mackerels, tunas, bonitos","Large pelagics (>=90 cm)","Perch-likes","Chile",Industrial,Landings,Reported,73.1720299850,107270.195958021
"USA (Alaska, Subarctic)",eez,Assigned Tuna RFMO catch,,1978,"Scombridae","Mackerels, tunas, bonitos","Large pelagics (>=90 cm)","Perch-likes","Peru",Industrial,Landings,Reported,201.9717421289,296090.57396102
"USA (Alaska, Subarctic)",eez,Reconstructed domestic catch,3,1979,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","USA",Industrial,Discards,Unreported,39.2971520973,57609.6249746925
"USA (Alaska, Subarctic)",eez,Reconstructed domestic catch,3,1979,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","USA",Industrial,Landings,Reported,28.4200000000,41663.72
"USA (Alaska, Subarctic)",eez,Reconstructed domestic catch,1,1979,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","USA",Subsistence,Landings,Unreported,24.5065905143,35926.6616939435
"USA (Alaska, Subarctic)",eez,Reconstructed domestic catch,3,1979,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","USA",Artisanal,Landings,Reported,3666.7800000000,5375499.48
"USA (Alaska, Subarctic)",eez,Reconstructed domestic catch,3,1979,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","USA",Artisanal,Landings,Unreported,23.5944000000,34589.3904
"USA (Alaska, Subarctic)",eez,Reconstructed domestic catch,2,1979,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","USA",Recreational,Landings,Unreported,49.6510000000,72788.3660000001
"USA (Alaska, Subarctic)",eez,Reconstructed domestic catch,1,1979,"Miscellaneous aquatic invertebrates","Aquatic invertebrates","Other demersal invertebrates","Other fishes & inverts","USA",Subsistence,Landings,Unreported,0.7985349081,1170.65217530757
"USA (Alaska, Subarctic)",eez,Reconstructed domestic catch,1,1979,"Marine groundfishes not identified","Groundfishes","Medium demersals (30 - 89 cm)","Other fishes & inverts","USA",Subsistence,Landings,Unreported,2.1842953630,3202.177002158
"USA (Alaska, Subarctic)",eez,Reconstructed domestic catch,1,1979,"Mollusca","Clams, seasnails, squids, octopuses","Cephalopods","Molluscs","USA",Subsistence,Landings,Unreported,29.1900343060,42792.590292596
"USA (Alaska, Subarctic)",eez,Reconstructed domestic catch,3,1979,"Mollusca","Clams, seasnails, squids, octopuses","Cephalopods","Molluscs","USA",Artisanal,Landings,Reported,18.4680000000,27074.088
"USA (Alaska, Subarctic)",eez,Reconstructed domestic catch,3,1979,"Mollusca","Clams, seasnails, squids, octopuses","Cephalopods","Molluscs","USA",Artisanal,Landings,Unreported,3.1320000000,4591.512
"USA (Alaska, Subarctic)",eez,Reconstructed domestic catch,1,1979,"Chondrichtyes","Sharks, rays, chimaeras","Large sharks (>=90 cm)","Sharks & rays","USA",Subsistence,Landings,Unreported,0.0521416083,76.4395977416247
"USA (Alaska, Subarctic)",eez,Reconstructed domestic catch,1,1979,"Bivalvia","Clams","Other demersal invertebrates","Molluscs","USA",Subsistence,Landings,Unreported,5.2122467724,7641.1537683444
"USA (Alaska, Subarctic)",eez,Reconstructed domestic catch,3,1979,"Bivalvia","Clams","Other demersal invertebrates","Molluscs","USA",Artisanal,Landings,Reported,157.3591000000,230688.4406
"USA (Alaska, Subarctic)",eez,Reconstructed domestic catch,3,1979,"Bivalvia","Clams","Other demersal invertebrates","Molluscs","USA",Artisanal,Landings,Unreported,35.1509000000,51531.2194
"USA (Alaska, Subarctic)",eez,Reconstructed domestic catch,1,1979,"Gastropoda","Sea snails","Other demersal invertebrates","Molluscs","USA",Subsistence,Landings,Unreported,1.2124192780,1777.406661548
"USA (Alaska, Subarctic)",eez,Reconstructed domestic catch,1,1979,"Echinoidea","Sea urchins, sea hedgehogs","Other demersal invertebrates","Other fishes & inverts","USA",Subsistence,Landings,Unreported,4.0945903210,6002.669410586
